Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	sumber	tahun	URL	Match-begin corpus position	Match-end corpus position
17	H1A16001	dan Mandataris MPR . Habibie , dan siapa saja yang	diangkat olehnya	( termasuk para pimpinan ABRI ) hanya pelaksana agenda dan	dan_CC Mandataris_NN MPR_NNP ._Z Habibie_NN ,_Z dan_CC siapa_WH saja_RB yang_SC	diangkat_VB olehnya_NN	(_Z termasuk_VB para_DT pimpinan_NN ABRI_NN )_Z hanya_RB pelaksana_NN agenda_NN dan_CC	H_biografi	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=16	17999042	17999043
18	E1D14001	1. Presiden adalah kepala eksekutif yang memimpin kabinetnya yang semuanya	diangkat olehnya	dan bertanggung jawab kepadanya . Ia sekaligus juga berkedudukan sebagai	1._NNP Presiden_NNP adalah_VB kepala_NN eksekutif_NN yang_SC memimpin_VB kabinetnya_NN yang_SC semuanya_RB	diangkat_VB olehnya_NN	dan_CC bertanggung_VB jawab_NN kepadanya_NN ._Z Ia_PRP sekaligus_RB juga_RB berkedudukan_VB sebagai_IN	E_buku_teks	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=17	10004058	10004059
19	B2I11013	akan berjauhan seandainya tak ada orang-orang yang tak berdaya yang	dianiaya oleh mereka	yang merasa menjalankan titah-Nya . Februari 2011 , serombongan orang	akan_MD berjauhan_VB seandainya_SC tak_NEG ada_VB orang-orang_NN yang_SC tak_NEG berdaya_VB yang_SC	dianiaya_VB oleh_IN mereka_PRP	yang_SC merasa_VB menjalankan_VB titah-Nya_NN ._Z Februari_NNP 2011_CD ,_Z serombongan_NN orang_NN	B_majalah	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=18	1676261	1676263
20	E1C16002	dari suku Quraisy . Bagaimana ajaran Islam dapat diterima dan	dianut oleh mereka	yang sebelumnya terbiasa dengan adat-istiadat masyarakat Arab yang begitu mengakar	dari_IN suku_NN Quraisy_NN ._Z Bagaimana_WH ajaran_NN Islam_NNP dapat_MD diterima_VB dan_CC	dianut_VB oleh_IN mereka_PRP	yang_SC sebelumnya_SC terbiasa_VB dengan_IN adat-istiadat_NN masyarakat_NN Arab_NNP yang_SC begitu_RB mengakar_VB	E_buku_teks	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=19	10402550	10402552
21	H1A17005	memiliki rasa kekeluargaan dan persaudaraan yang tinggi . Hal tersebut	diaplikasikan oleh beliau	dengan idkhaalus suruur ( menyenangkan hati orang lain ) .	memiliki_VB rasa_NN kekeluargaan_NN dan_CC persaudaraan_NN yang_SC tinggi_JJ ._Z Hal_NN tersebut_PR	diaplikasikan_VB oleh_IN beliau_PRP	dengan_IN idkhaalus_NN suruur_NN (_Z menyenangkan_VB hati_NN orang_NN lain_JJ )_Z ._Z	H_biografi	2017	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=20	18430473	18430475
22	I1E19001	berpengaruh . Ia akan senantiasa membimbing orang yang mau untuk	diarahkan olehnya	. Mentor sangat memahami kebutuhan orang yang dimentorinya . Manusia	berpengaruh_VB ._Z Ia_PRP akan_MD senantiasa_RB membimbing_VB orang_NN yang_SC mau_RB untuk_SC	diarahkan_VB olehnya_NN	._Z Mentor_NN sangat_RB memahami_VB kebutuhan_NN orang_NN yang_SC dimentorinya_JJ ._Z Manusia_NN	I_populer	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=21	20258027	20258028
23	I1H12003	Dengan menjual sendiri , mereka bisa menghemat success fee yang	diasosiasikan oleh mereka	sebagai 'biaya ' . 2. Kemampuan . Mereka merasa mampu	Dengan_SC menjual_VB sendiri_PRP ,_Z mereka_PRP bisa_MD menghemat_VB success_NN fee_FW yang_SC	diasosiasikan_VB oleh_IN mereka_PRP	sebagai_IN 'biaya_NN '_NNP ._Z 2._NND Kemampuan_NN ._Z Mereka_PRP merasa_VB mampu_JJ	I_populer	2012	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=22	20843497	20843499
24	I1E18002	bisa mengatur organisasinya sendiri tanpa campur tangan pemerintah . Profesional	diatur oleh mereka	yang lebih senior , praktisi yang dihormati , atau mereka	bisa_MD mengatur_VB organisasinya_NN sendiri_PRP tanpa_SC campur_VB tangan_NN pemerintah_NN ._Z Profesional_JJ	diatur_VB oleh_IN mereka_PRP	yang_SC lebih_RB senior_JJ ,_Z praktisi_NN yang_SC dihormati_VB ,_Z atau_CC mereka_PRP	I_populer	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=23	20217026	20217028
25	B3P16001	saraf manusia . Segala pikiran , perasaan , bahkan tindakan	diatur olehnya	. Hampir semua organ tubuh manusia berkaitan kinerjanya dengan otak	saraf_NN manusia_NN ._Z Segala_CD pikiran_NN ,_Z perasaan_NN ,_Z bahkan_RB tindakan_NN	diatur_VB olehnya_NN	._Z Hampir_RB semua_CD organ_NN tubuh_NN manusia_NN berkaitan_VB kinerjanya_NN dengan_IN otak_NN	B_majalah	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=24	2927591	2927592
26	C1A20130	tubuhku lalu disemprotnya dengan wewangian murah . Kemarin semua buluku	dibabat olehnya	, terutama di daerah selangkangan . KATANYA , biar lelaki	tubuhku_NN lalu_CC disemprotnya_VB dengan_IN wewangian_NN murah_JJ ._Z Kemarin_NN semua_CD buluku_NN	dibabat_VB olehnya_NN	,_Z terutama_JJ di_IN daerah_NN selangkangan_NN ._Z KATANYA_NN ,_Z biar_VB lelaki_NN	C_cerpen	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=25	6458294	6458295
27	A1ZZ19015	pembicaraan di Washington . Tak ada laporan tentang detail yang	dibahas oleh mereka	. Saat mengumumkan tentang tercapainya kesepakatan , Senator Republik Richard	pembicaraan_NN di_IN Washington_NNP ._Z Tak_NEG ada_VB laporan_NN tentang_IN detail_NN yang_SC	dibahas_VB oleh_IN mereka_PRP	._Z Saat_NN mengumumkan_VB tentang_IN tercapainya_VB kesepakatan_NN ,_Z Senator_NNP Republik_NNP Richard_NNP	A_koran	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=26	1194067	1194069
28	D1A15004	buncit , kawan Datuk itu , mengangguk beberapa kali ,	dibalas olehnya	dengan acungan jernpol . Ada empat sekarang temannya . Tiga	buncit_JJ ,_Z kawan_NN Datuk_NN itu_PR ,_Z mengangguk_VB beberapa_CD kali_NND ,_Z	dibalas_VB olehnya_NN	dengan_IN acungan_NN jernpol_NN ._Z Ada_VB empat_CD sekarang_NN temannya_NN ._Z Tiga_CD	D_novel	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=27	7827466	7827467
29	H1A19005	dirinya sendiri . Tidak dibentuk oleh opini dan pencitaraan yang	dibangun oleh mereka	yang punya kepentingan . Independensi bangsa dalam memilih akan melahirkan	dirinya_NN sendiri_PRP ._Z Tidak_NEG dibentuk_VB oleh_IN opini_NN dan_CC pencitaraan_NN yang_SC	dibangun_VB oleh_IN mereka_PRP	yang_SC punya_VB kepentingan_NN ._Z Independensi_NN bangsa_NN dalam_IN memilih_VB akan_MD melahirkan_VB	H_biografi	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=28	18863477	18863479
30	H1A15001	mengobarkan kerusuhan dengan kekuatan massa . Tentu saja hal ini	dibantah olehnya	dan dikeluhkan kepada pemerintah.39 Kendati demikian Tjokroaminoto tetap tidak menyerah	mengobarkan_VB kerusuhan_NN dengan_IN kekuatan_NN massa_NN ._Z Tentu_RB saja_RB hal_NN ini_PR	dibantah_VB olehnya_NN	dan_CC dikeluhkan_VB kepada_IN pemerintah.39_NN Kendati_SC demikian_PR Tjokroaminoto_VB tetap_RB tidak_NEG menyerah_VB	H_biografi	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=29	17762787	17762788
31	C1A12091	ia membereskan barang-barangnya di atas . Kudengar banyak barang-barang yang	dibanting olehnya	. “Lalu kapan kau akan kembali ? ” Kuhadang langkahnya	ia_PRP membereskan_VB barang-barangnya_NN di_IN atas_NN ._Z Kudengar_NN banyak_CD barang-barang_NN yang_SC	dibanting_VB olehnya_NN	._Z “Lalu_NN kapan_SC kau_JJ akan_MD kembali_VB ?_Z ”_NN Kuhadang_NN langkahnya_NN	C_cerpen	2012	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=30	4405688	4405689
32	B3U14001	angin , minyak telon , dkk . jadi item wajib	dibawa oleh mereka	yang “hobi” masuk angin . Yang sering membuat kangen tentu	angin_NN ,_Z minyak_NN telon_NN ,_Z dkk_NN ._Z jadi_VB item_JJ wajib_JJ	dibawa_VB oleh_IN mereka_PRP	yang_SC “hobi”_NN masuk_VB angin_NN ._Z Yang_SC sering_RB membuat_VB kangen_JJ tentu_RB	B_majalah	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=31	2464063	2464065
33	D1A20001	ia harus terlibat atau sengaja dilibatkan , apa yang bisa	dibayangkan olehnya	di akhir tontonan itu ? Ia merasa capek membayang-bayangkan hal	ia_PRP harus_MD terlibat_VB atau_CC sengaja_VB dilibatkan_VB ,_Z apa_WH yang_SC bisa_MD	dibayangkan_VB olehnya_NN	di_IN akhir_NN tontonan_NN itu_PR ?_Z Ia_PRP merasa_VB capek_JJ membayang-bayangkan_VB hal_NN	D_novel	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=32	8928609	8928610
34	K1J118017	" pungkasnya . Sementara itu , biaya hotel peserta akan	dibayar oleh mereka	sendiri . Kunjungi Media Group Dalam rangka media visit IMF-WBG	"_Z pungkasnya_NN ._Z Sementara_SC itu_PR ,_Z biaya_NN hotel_NN peserta_NN akan_MD	dibayar_VB oleh_IN mereka_PRP	sendiri_PRP ._Z Kunjungi_VB Media_NNP Group_NNP Dalam_IN rangka_NN media_NN visit_NN IMF-WBG_NN	K_laman_resmi	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=33	25841849	25841851
35	D1A17003	hanya beberapa tahun lebih muda dari Ibu . Drum sudah	dibcrdirikan olehnya	dan diletakkan di samping drum-drum berisi minyak tanah . “Kalau	hanya_RB beberapa_CD tahun_NN lebih_RB muda_JJ dari_IN Ibu_NNP ._Z Drum_NN sudah_MD	dibcrdirikan_VB olehnya_NN	dan_CC diletakkan_VB di_IN samping_NN drum-drum_NN berisi_VB minyak_NN tanah_NN ._Z “Kalau_NN	D_novel	2017	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=34	8320192	8320193
36	I1E13002	melalui penciptaan produk dan ataupun jasa yang kemudian dinikmati atau	dibeli oleh mereka	yg membutuhkan melalui suatu proses pertukaran . Penciptaan produk dan	melalui_IN penciptaan_NN produk_NN dan_CC ataupun_CC jasa_NN yang_SC kemudian_RB dinikmati_VB atau_CC	dibeli_VB oleh_IN mereka_PRP	yg_SC membutuhkan_VB melalui_IN suatu_CD proses_NN pertukaran_NN ._Z Penciptaan_NN produk_NN dan_CC	I_populer	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=35	19853859	19853861
37	C1A17005	berhantu . Banyak jenis hantu yang menempati . Dan itu	dibenarkan oleh mereka	yang tinggal di dekatnya , mereka yang menghuni kompleks .	berhantu_VB ._Z Banyak_CD jenis_NND hantu_NN yang_SC menempati_VB ._Z Dan_CC itu_PR	dibenarkan_VB oleh_IN mereka_PRP	yang_SC tinggal_VB di_IN dekatnya_NN ,_Z mereka_PRP yang_SC menghuni_VB kompleks_NN ._Z	C_cerpen	2017	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=36	5493074	5493076
38	G1A14002	masalah lingkungan di Indonesia telah melahirkan berbagai komunitas social yang	dibentuk oleh mereka	yang peduli lingkungan dan berusaha melakukan edukasi terhadap masyarakat untuk	masalah_NN lingkungan_NN di_IN Indonesia_NNP telah_MD melahirkan_VB berbagai_CD komunitas_NN social_NN yang_SC	dibentuk_VB oleh_IN mereka_PRP	yang_SC peduli_VB lingkungan_NN dan_CC berusaha_VB melakukan_VB edukasi_NN terhadap_IN masyarakat_NN untuk_SC	G_disertasi_tesis_skripsi	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=37	14850302	14850304
39	D1A12003	melainkan MPR . Titik . Pelantikan itu menjadi tanda telah	dibereskan olehnya	semua musuh dan bahaya di dalam negeri . Ia telah	melainkan_CC MPR_NNP ._Z Titik_NN ._Z Pelantikan_NN itu_PR menjadi_VB tanda_NN telah_MD	dibereskan_VB olehnya_NN	semua_CD musuh_NN dan_CC bahaya_NN di_IN dalam_IN negeri_NN ._Z Ia_PRP telah_MD	D_novel	2012	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=38	7026715	7026716
40	E1D14001	badan perwakilan rakyat itu , maka menteri pun tidak bisa	diberhentikan olehnya	. Sistem ini terdapat di Amerika Serikat yang mempertahankan ajaran	badan_NN perwakilan_NN rakyat_NN itu_PR ,_Z maka_SC menteri_NN pun_RP tidak_NEG bisa_MD	diberhentikan_VB olehnya_NN	._Z Sistem_NN ini_PR terdapat_VB di_IN Amerika_NNP Serikat_NNP yang_SC mempertahankan_VB ajaran_NN	E_buku_teks	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=39	10003930	10003931
41	H1A13002	. Saya masih ingat , waktu saya kecil , saya	diberikan oleh dia	kertas dekoratif yang dipakai untuk membuat dekorasi pengabenan , dan	._Z Saya_PRP masih_MD ingat_VB ,_Z waktu_NN saya_PRP kecil_JJ ,_Z saya_PRP	diberikan_VB oleh_IN dia_PRP	kertas_NN dekoratif_JJ yang_SC dipakai_VB untuk_SC membuat_VB dekorasi_NN pengabenan_NN ,_Z dan_CC	H_biografi	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=40	17266997	17266999
42	E1D19002	menuntut keseimbangan antara apa yang diterimanya dengan apa yang sudah	diberikan olehnya	, serta memutar kembali proses perbandingan mereka . Apabila gaji	menuntut_VB keseimbangan_NN antara_IN apa_WH yang_SC diterimanya_VB dengan_IN apa_WH yang_SC sudah_MD	diberikan_VB olehnya_NN	,_Z serta_CC memutar_VB kembali_VB proses_NN perbandingan_NN mereka_PRP ._Z Apabila_SC gaji_NN	E_buku_teks	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=41	11153985	11153986
43	H1A18004	Begitu pula diriku , selalu hormat dan haus ilmu yang	diberikan olehnya	. Di negara ini , beliau tengah tugas belajar di	Begitu_PR pula_RB diriku_JJ ,_Z selalu_RB hormat_JJ dan_CC haus_JJ ilmu_NN yang_SC	diberikan_VB olehnya_NN	._Z Di_IN negara_NN ini_PR ,_Z beliau_PRP tengah_MD tugas_NN belajar_VB di_IN	H_biografi	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=42	18562216	18562217
44	C1A11004	Pulang . Rumah Nenek adalah rumah untuk pulang . Aku	dibesarkan olehnya	. Juga oleh ayahku . Tapi tidak oleh ibuku .	Pulang_VB ._Z Rumah_NN Nenek_NN adalah_VB rumah_NN untuk_SC pulang_VB ._Z Aku_VB	dibesarkan_VB olehnya_NN	._Z Juga_RB oleh_IN ayahku_NN ._Z Tapi_CC tidak_NEG oleh_IN ibuku_NN ._Z	C_cerpen	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=43	3984238	3984239
45	D1A15001	berteriak . Aku tak mengerti , sebenarnya apa yang sedang	dibicarakan olehnya	. “Kar , dengar ; Tadi jatuh di lubang .	berteriak_VB ._Z Aku_VB tak_NEG mengerti_VB ,_Z sebenarnya_RB apa_WH yang_SC sedang_MD	dibicarakan_VB olehnya_NN	._Z “Kar_NN ,_Z dengar_VB ;_Z Tadi_NN jatuh_VB di_IN lubang_NN ._Z	D_novel	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=44	7642900	7642901
46	D1A15001	yang akan dilakukan oleh Inggrid , entah apa yang akan	dibicarakan olehnya	terhadap Abimanyu Permadi . Inggrid memacu mobil ini dengan sangat	yang_SC akan_MD dilakukan_VB oleh_IN Inggrid_NN ,_Z entah_CC apa_WH yang_SC akan_MD	dibicarakan_VB olehnya_NN	terhadap_IN Abimanyu_NNP Permadi_NN ._Z Inggrid_NN memacu_VB mobil_NN ini_PR dengan_SC sangat_RB	D_novel	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=45	7657000	7657001
47	C1A14055	? ” Aku meneguk minumanku . Sialan ! Kenapa aku	dibilang olehnya	melecehkan keyakinannya pada Tuhan ? Meskipun aku menggodanya untuk menyerahkan	?_Z ”_NN Aku_VB meneguk_VB minumanku_NN ._Z Sialan_NN !_Z Kenapa_WH aku_VB	dibilang_VB olehnya_NN	melecehkan_VB keyakinannya_NN pada_IN Tuhan_NNP ?_Z Meskipun_SC aku_VB menggodanya_NN untuk_SC menyerahkan_VB	C_cerpen	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=46	4826854	4826855
48	C1A12022	kepada Puang Latte , guru mengaji kita , yang segera	dibolehkan oleh beliau	. Guru mengaji kita terkenal berwatak tegas , tetapi melihatmu	kepada_IN Puang_NN Latte_NN ,_Z guru_NN mengaji_VB kita_PRP ,_Z yang_SC segera_RB	dibolehkan_VB oleh_IN beliau_PRP	._Z Guru_NN mengaji_VB kita_PRP terkenal_VB berwatak_VB tegas_VB ,_Z tetapi_CC melihatmu_VB	C_cerpen	2012	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=47	4275379	4275381
49	E1D17002	dalam hal sel mengakses DNA pada saat RNA dan protein	dibuat olehnya	, sehingga setiap molekul yang terlibat di dalam proses ini	dalam_IN hal_NN sel_NN mengakses_VB DNA_FW pada_IN saat_NN RNA_NN dan_CC protein_NN	dibuat_VB olehnya_NN	,_Z sehingga_SC setiap_CD molekul_NN yang_SC terlibat_VB di_IN dalam_IN proses_NN ini_PR	E_buku_teks	2017	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=48	10807290	10807291
